Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Size,Unit Price,Sales,Coffee Type Name,Roast Type Name,Loyalty Card,City,Postcode,Country_cust,Email_cust,Loyalty Card_cust,Phone Number,Coffee Type,Size_prod,Unit Price_prod,Profit
GGD-38107-641,2021-11-23,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,United States,1.0,14.55,58.2,Libriac,Medium,No,Champaign,61825,United States,lkernan71@wsj.com,No,+1 (217) 146-0949,Lib,1.0,14.55,1.8915000000000002
LTO-95975-728,2021-10-13,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,0.5,7.169999999999999,28.679999999999996,Robusta,Large,No,Swindon,SN1,United Kingdom,rmclae72@dailymotion.com,No,,Rob,0.5,7.169999999999999,0.4301999999999999
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,0.5,7.169999999999999,21.509999999999998,Robusta,Large,No,Tucson,85715,United States,cblowfelde73@ustream.tv,No,+1 (520) 951-0585,Rob,0.5,7.169999999999999,0.4301999999999999
SKO-45740-621,2020-01-16,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,0.5,8.73,17.46,Libriac,Medium,Yes,Milwaukee,53205,United States,zkiffe74@cyberchimps.com,Yes,+1 (414) 703-7269,Lib,0.5,8.73,1.1349
FOJ-02234-063,2022-04-25,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,2.5,27.945,27.945,Excelsa,Dark,Yes,Pompano Beach,33064,United States,docalleran75@ucla.edu,Yes,+1 (954) 368-3867,Exc,2.5,27.945,3.07395
MSJ-11909-468,2021-11-13,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,United States,2.5,27.945,139.725,Excelsa,Dark,No,Whittier,90610,United States,ccromwell76@desdev.cn,No,+1 (562) 516-6052,Exc,2.5,27.945,3.07395
DKB-78053-329,2021-06-08,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,United Kingdom,0.2,2.985,5.97,Robusta,Medium,No,Sheffield,S33,United Kingdom,ihay77@lulu.com,No,+44 (878) 199-6257,Rob,0.2,2.985,0.17909999999999998
DFZ-45083-941,2020-11-21,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,2.5,27.484999999999996,27.484999999999996,Robusta,Large,Yes,Saint Louis,63180,United States,ttaffarello78@sciencedaily.com,Yes,,Rob,2.5,27.484999999999996,1.6490999999999998
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,United States,1.0,11.95,59.75,Robusta,Large,Yes,Erie,16522,United States,mcanty79@jigsy.com,Yes,+1 (814) 215-3753,Rob,1.0,11.95,0.717
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,United States,1.0,13.75,41.25,Excelsa,Medium,No,Tacoma,98464,United States,jkopke7a@auda.org.au,No,+1 (253) 638-4435,Exc,1.0,13.75,1.5125
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,0.5,5.97,5.97,Arabica,Dark,Yes,Little Rock,72204,United States,vhellmore7d@bbc.co.uk,Yes,+1 (501) 899-4038,Ara,0.5,5.97,0.5373
AXR-10962-010,2021-03-28,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,1.0,12.15,24.3,Excelsa,Dark,No,Newton,NG34,United Kingdom,mseawright7e@nbcnews.com,No,+44 (638) 528-2467,Exc,1.0,12.15,1.3365
IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,United States,0.2,3.645,21.87,Excelsa,Dark,Yes,Sparks,89436,United States,snortheast7f@mashable.com,Yes,+1 (775) 344-1930,Exc,0.2,3.645,0.40095000000000003
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,United States,1.0,9.95,19.9,Arabica,Dark,Yes,Charlottesville,22908,United States,aattwater5u@wikia.com,Yes,+1 (434) 821-8618,Ara,1.0,9.95,0.8954999999999999
WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,United States,0.2,2.985,5.97,Arabica,Dark,No,Denton,76210,United States,mfearon7h@reverbnation.com,No,+1 (972) 686-6332,Ara,0.2,2.985,0.26865
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,United States,0.2,2.985,11.94,Arabica,Dark,Yes,Raleigh,27635,United States,jsisneros7j@a8.net,Yes,+1 (919) 448-8909,Ara,0.2,2.985,0.26865
CPX-46916-770,2021-08-27,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,1.0,11.95,71.69999999999999,Robusta,Large,Yes,Shankill,A98,Ireland,zcarlson7k@bigcartel.com,Yes,+353 (259) 651-4128,Rob,1.0,11.95,0.717
MDC-03318-645,2022-04-30,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,0.2,3.885,7.77,Arabica,Large,No,New York City,10105,United States,wmaddox7l@timesonline.co.uk,No,+1 (917) 310-4684,Ara,0.2,3.885,0.34964999999999996
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,2.5,25.874999999999996,25.874999999999996,Arabica,Medium,No,Stamford,6905,United States,dhedlestone7m@craigslist.org,No,+1 (203) 768-3169,Ara,2.5,25.874999999999996,2.3287499999999994
SCL-94540-788,2022-06-13,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,United States,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,No,Toledo,43666,United States,tcrowthe7n@europa.eu,No,+1 (419) 561-6809,Exc,2.5,34.154999999999994,3.7570499999999996
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,Ireland,2.5,27.484999999999996,109.93999999999998,Robusta,Large,Yes,Castleblayney,A75,Ireland,dbury7o@tinyurl.com,Yes,+353 (262) 842-7103,Rob,2.5,27.484999999999996,1.6490999999999998
XUS-73326-418,2020-12-18,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,United States,1.0,14.85,89.1,Excelsa,Large,No,Columbia,65211,United States,gbroadbear7p@omniture.com,No,+1 (573) 758-1104,Exc,1.0,14.85,1.6335
XWD-18933-006,2019-08-31,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,0.2,3.885,7.77,Arabica,Large,Yes,Fort Wayne,46852,United States,epalfrey7q@devhub.com,Yes,+1 (260) 500-7893,Ara,0.2,3.885,0.34964999999999996
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,2.5,33.464999999999996,33.464999999999996,Libriac,Medium,Yes,Saint Louis,63143,United States,pmetrick7r@rakuten.co.jp,Yes,+1 (314) 572-2164,Lib,2.5,33.464999999999996,4.3504499999999995
NNH-62058-950,2021-01-14,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,United States,1.0,14.85,59.4,Excelsa,Large,Yes,Boulder,80305,United States,kkarby7t@sbwire.com,Yes,+1 (303) 516-4935,Exc,1.0,14.85,1.6335
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,United Kingdom,0.5,7.77,7.77,Arabica,Large,No,Norton,NN11,United Kingdom,fcrumpe7u@ftc.gov,No,+44 (564) 507-1056,Ara,0.5,7.77,0.6992999999999999
MPV-26985-215,2019-06-23,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,United Kingdom,0.5,5.369999999999999,5.369999999999999,Robusta,Dark,Yes,Sheffield,S33,United Kingdom,achatto7v@sakura.ne.jp,Yes,+44 (522) 740-3583,Rob,0.5,5.369999999999999,0.32219999999999993
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,United States,0.2,3.375,13.5,Arabica,Medium,Yes,Canton,44710,United States,bmergue7y@umn.edu,Yes,,Ara,0.2,3.375,0.30374999999999996
GMM-72397-378,2022-05-16,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,United States,0.2,3.5849999999999995,14.339999999999998,Robusta,Large,No,Boston,2114,United States,kpatise7z@jigsy.com,No,+1 (617) 552-8968,Rob,0.2,3.5849999999999995,0.21509999999999996
XAH-93337-609,2021-10-28,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,United States,1.0,9.95,49.75,Arabica,Dark,No,Los Angeles,90071,United States,dduke82@vkontakte.ru,No,+1 (626) 268-7265,Ara,1.0,9.95,0.8954999999999999
ZDK-84567-102,2021-11-29,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,United States,0.5,5.97,17.91,Arabica,Dark,No,Birmingham,35236,United States,ihussey84@mapy.cz,No,,Ara,0.5,5.97,0.5373
WAV-38301-984,2021-03-20,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,United States,0.5,5.97,29.849999999999998,Arabica,Dark,No,Alexandria,22309,United States,cpinkerton85@upenn.edu,No,+1 (202) 727-7464,Ara,0.5,5.97,0.5373
SIB-83254-136,2019-05-12,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,United States,0.5,5.97,35.82,Robusta,Medium,Yes,Naples,34108,United States,dvizor88@furl.net,Yes,+1 (941) 130-0581,Rob,0.5,5.97,0.35819999999999996
NOK-50349-551,2021-03-03,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,United States,0.5,5.369999999999999,16.11,Robusta,Dark,Yes,Miami Beach,33141,United States,esedgebeer89@oaic.gov.au,Yes,+1 (305) 898-4252,Rob,0.5,5.369999999999999,0.32219999999999993
YIS-96268-844,2020-02-11,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,United States,0.2,4.455,26.73,Excelsa,Large,Yes,Atlanta,30358,United States,klestrange8a@lulu.com,Yes,+1 (404) 479-6402,Exc,0.2,4.455,0.49005
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,United States,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,Yes,Corpus Christi,78405,United States,ltanti8b@techcrunch.com,Yes,+1 (361) 383-8015,Exc,2.5,34.154999999999994,3.7570499999999996
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,United States,1.0,12.95,38.849999999999994,Arabica,Large,Yes,Honolulu,96835,United States,ade8c@1und1.de,Yes,+1 (808) 868-6669,Ara,1.0,12.95,1.1655
WIT-40912-783,2020-09-28,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,United States,0.2,3.885,15.54,Libriac,Dark,Yes,Austin,78737,United States,tjedrachowicz8d@acquirethisname.com,Yes,+1 (512) 635-4547,Lib,0.2,3.885,0.50505
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,United States,0.5,6.75,6.75,Arabica,Medium,No,Baltimore,21290,United States,pstonner8e@moonfruit.com,No,+1 (410) 158-5285,Ara,0.5,6.75,0.6074999999999999
GOI-41472-677,2021-08-04,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,United States,2.5,27.945,111.78,Excelsa,Dark,Yes,Lexington,40596,United States,dtingly8f@goo.ne.jp,Yes,,Exc,2.5,27.945,3.07395
KTX-17944-494,2019-12-29,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,United States,0.2,3.885,3.885,Arabica,Large,Yes,Charlotte,28299,United States,crushe8n@about.me,Yes,+1 (704) 883-8274,Ara,0.2,3.885,0.34964999999999996
RDM-99811-230,2019-11-27,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,United Kingdom,0.2,4.365,21.825000000000003,Libriac,Medium,No,Eaton,DN22,United Kingdom,bchecci8h@usa.gov,No,+44 (237) 377-1917,Lib,0.2,4.365,0.56745
JTU-55897-581,2020-02-29,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,United States,0.2,2.985,14.924999999999999,Robusta,Medium,No,Lincoln,68505,United States,jbagot8i@mac.com,No,+1 (402) 659-3815,Rob,0.2,2.985,0.17909999999999998
CRK-07584-240,2021-01-31,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,United States,1.0,11.25,33.75,Arabica,Medium,Yes,Cincinnati,45254,United States,ebeeble8j@soundcloud.com,Yes,+1 (513) 141-9892,Ara,1.0,11.25,1.0125
MKE-75518-399,2022-06-17,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,United Kingdom,1.0,11.25,33.75,Arabica,Medium,No,Sheffield,S33,United Kingdom,cfluin8k@flickr.com,No,,Ara,1.0,11.25,1.0125
AEL-51169-725,2020-02-03,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,United States,0.2,4.365,26.19,Libriac,Medium,Yes,West Hartford,6127,United States,ebletsor8l@vinaora.com,Yes,+1 (860) 182-4246,Lib,0.2,4.365,0.56745
ZGM-83108-823,2022-01-25,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,Ireland,1.0,14.85,14.85,Excelsa,Large,No,Listowel,V31,Ireland,pbrydell8m@bloglovin.com,No,+353 (522) 527-0155,Exc,1.0,14.85,1.6335
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,United States,2.5,31.624999999999996,189.74999999999997,Excelsa,Medium,Yes,Charlotte,28299,United States,crushe8n@about.me,Yes,+1 (704) 883-8274,Exc,2.5,31.624999999999996,3.47875
RNH-54912-747,2021-05-01,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,United States,0.5,5.97,5.97,Robusta,Medium,Yes,Alexandria,71307,United States,nleethem8o@mac.com,Yes,+1 (318) 839-1492,Rob,0.5,5.97,0.35819999999999996
JDS-33440-914,2021-10-28,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,United Kingdom,1.0,9.95,29.849999999999998,Robusta,Medium,Yes,Belfast,BT2,United Kingdom,anesfield8p@people.com.cn,Yes,+44 (418) 372-8139,Rob,1.0,9.95,0.597
ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,United States,2.5,34.154999999999994,34.154999999999994,Excelsa,Large,Yes,Des Moines,50369,United States,mbrockway8r@ibm.com,Yes,+1 (515) 216-0617,Exc,2.5,34.154999999999994,3.7570499999999996
CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,Ireland,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,No,Ballivor,D17,Ireland,nlush8s@dedecms.com,No,+353 (360) 805-4030,Exc,2.5,34.154999999999994,3.7570499999999996
RJR-12175-899,2019-03-02,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,0.5,7.29,21.87,Excelsa,Dark,No,Akron,44315,United States,smcmillian8t@csmonitor.com,No,+1 (330) 407-0631,Exc,0.5,7.29,0.8019000000000001
ELB-07929-407,2022-01-02,54004-04664-AA,A-M-2.5,2,Tess Bennison,tbennison8u@google.cn,United States,2.5,25.874999999999996,51.74999999999999,Arabica,Medium,Yes,West Palm Beach,33405,United States,tbennison8u@google.cn,Yes,+1 (561) 413-7904,Ara,2.5,25.874999999999996,2.3287499999999994
UJQ-54441-340,2019-07-30,26822-19510-SD,E-M-0.2,2,Gabie Tweed,gtweed8v@yolasite.com,United States,0.2,4.125,8.25,Excelsa,Medium,Yes,Fresno,93715,United States,gtweed8v@yolasite.com,Yes,,Exc,0.2,4.125,0.45375
UJQ-54441-340,2019-07-30,26822-19510-SD,A-L-0.2,5,Gabie Tweed,gtweed8v@yolasite.com,United States,0.2,3.885,19.424999999999997,Arabica,Large,Yes,Fresno,93715,United States,gtweed8v@yolasite.com,Yes,,Ara,0.2,3.885,0.34964999999999996
OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6,Gaile Goggin,ggoggin8x@wix.com,Ireland,0.2,3.375,20.25,Arabica,Medium,Yes,Sandyford,D04,Ireland,ggoggin8x@wix.com,Yes,+353 (484) 159-9549,Ara,0.2,3.375,0.30374999999999996
GNO-91911-159,2020-12-17,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,Ireland,0.5,7.77,23.31,Libriac,Dark,No,Dublin,D04,Ireland,sjeyness8y@biglobe.ne.jp,No,+353 (460) 272-4069,Lib,0.5,7.77,1.0101
CNY-06284-066,2021-06-26,63985-64148-MG,E-D-0.2,5,Donica Bonhome,dbonhome8z@shinystat.com,United States,0.2,3.645,18.225,Excelsa,Dark,Yes,Knoxville,37924,United States,dbonhome8z@shinystat.com,Yes,+1 (865) 238-4985,Exc,0.2,3.645,0.40095000000000003
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,United States,2.5,29.784999999999997,29.784999999999997,Arabica,Large,Yes,San Francisco,94132,United States,tle91@epa.gov,Yes,+1 (415) 176-8216,Ara,2.5,29.784999999999997,2.6806499999999995
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,5,Baudoin Alldridge,balldridge93@yandex.ru,United States,1.0,8.95,44.75,Robusta,Dark,Yes,Brooklyn,11215,United States,balldridge93@yandex.ru,Yes,+1 (646) 561-0082,Rob,1.0,8.95,0.5369999999999999
XUR-14132-391,2022-08-08,96836-09258-RI,R-D-0.5,4,Lisa Goodger,lgoodger95@guardian.co.uk,United States,0.5,5.369999999999999,21.479999999999997,Robusta,Dark,Yes,Sacramento,94250,United States,lgoodger95@guardian.co.uk,Yes,,Rob,0.5,5.369999999999999,0.32219999999999993
OVI-27064-381,2019-11-13,37274-08534-FM,R-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,0.5,5.369999999999999,16.11,Robusta,Dark,No,Akron,44315,United States,smcmillian8t@csmonitor.com,No,+1 (330) 407-0631,Rob,0.5,5.369999999999999,0.32219999999999993
SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1,Corine Drewett,cdrewett97@wikipedia.org,United States,2.5,22.884999999999998,22.884999999999998,Robusta,Medium,Yes,Boynton Beach,33436,United States,cdrewett97@wikipedia.org,Yes,+1 (561) 651-3098,Rob,2.5,22.884999999999998,1.3730999999999998
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,Quinn Parsons,qparsons98@blogtalkradio.com,United States,0.5,5.97,17.91,Arabica,Dark,Yes,Los Angeles,90094,United States,qparsons98@blogtalkradio.com,Yes,+1 (323) 848-5169,Ara,0.5,5.97,0.5373
WXT-85291-143,2019-09-04,81414-81273-DK,R-M-0.5,4,Vivyan Ceely,vceely99@auda.org.au,United States,0.5,5.97,23.88,Robusta,Medium,Yes,Baltimore,21275,United States,vceely99@auda.org.au,Yes,+1 (410) 876-8486,Rob,0.5,5.97,0.35819999999999996
DOH-92927-530,2020-02-24,12839-56537-TQ,L-L-0.2,6,Clement Vasiliev,cvasiliev9b@discuz.net,United States,0.2,4.755,28.53,Libriac,Large,Yes,Garland,75049,United States,cvasiliev9b@discuz.net,Yes,+1 (214) 507-8264,Lib,0.2,4.755,0.61815
HGJ-82768-173,2021-08-26,62741-01322-HU,A-M-1,4,Terencio O'Moylan,tomoylan9c@liveinternet.ru,United Kingdom,1.0,11.25,45.0,Arabica,Medium,No,Church End,CB4,United Kingdom,tomoylan9c@liveinternet.ru,No,+44 (911) 807-7254,Ara,1.0,11.25,1.0125
OYH-16533-767,2020-06-13,44932-34838-RM,E-L-1,4,Wyatan Fetherston,wfetherston9e@constantcontact.com,United States,1.0,14.85,59.4,Excelsa,Large,No,New York City,10184,United States,wfetherston9e@constantcontact.com,No,+1 (212) 724-3420,Exc,1.0,14.85,1.6335
DWW-28642-549,2021-03-01,91181-19412-RQ,E-D-0.2,2,Emmaline Rasmus,erasmus9f@techcrunch.com,United States,0.2,3.645,7.29,Excelsa,Dark,Yes,Boston,2216,United States,erasmus9f@techcrunch.com,Yes,+1 (617) 830-9474,Exc,0.2,3.645,0.40095000000000003
CGO-79583-871,2019-03-04,37182-54930-XC,E-D-0.5,1,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,United States,0.5,7.29,7.29,Excelsa,Dark,Yes,San Francisco,94132,United States,wgiorgioni9g@wikipedia.org,Yes,+1 (415) 960-7198,Exc,0.5,7.29,0.8019000000000001
TFY-52090-386,2019-10-13,08613-17327-XT,E-L-0.5,2,Lucienne Scargle,lscargle9h@myspace.com,United States,0.5,8.91,17.82,Excelsa,Large,No,Indianapolis,46295,United States,lscargle9h@myspace.com,No,+1 (317) 136-7045,Exc,0.5,8.91,0.9801
TFY-52090-386,2019-10-13,08613-17327-XT,L-D-0.5,5,Lucienne Scargle,lscargle9h@myspace.com,United States,0.5,7.77,38.849999999999994,Libriac,Dark,No,Indianapolis,46295,United States,lscargle9h@myspace.com,No,+1 (317) 136-7045,Lib,0.5,7.77,1.0101
NYY-73968-094,2019-08-15,70451-38048-AH,R-D-0.5,6,Noam Climance,nclimance9j@europa.eu,United States,0.5,5.369999999999999,32.22,Robusta,Dark,No,Seattle,98148,United States,nclimance9j@europa.eu,No,,Rob,0.5,5.369999999999999,0.32219999999999993
GKQ-82603-910,2020-01-19,83737-56117-JE,R-L-1,5,Ameline Snazle,asnazle9l@oracle.com,United States,1.0,11.95,59.75,Robusta,Large,No,Montgomery,36109,United States,asnazle9l@oracle.com,No,+1 (334) 193-6359,Rob,1.0,11.95,0.717
IOB-32673-745,2021-05-28,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,rworg9m@arstechnica.com,United States,0.5,7.77,23.31,Arabica,Large,Yes,Dallas,75372,United States,rworg9m@arstechnica.com,Yes,+1 (214) 985-2470,Ara,0.5,7.77,0.6992999999999999
YAU-98893-150,2022-01-15,77043-48851-HG,L-M-1,3,Lewes Danes,ldanes9n@umn.edu,United States,1.0,14.55,43.650000000000006,Libriac,Medium,No,Topeka,66622,United States,ldanes9n@umn.edu,No,+1 (785) 398-5129,Lib,1.0,14.55,1.8915000000000002
XNM-14163-951,2019-12-04,78224-60622-KH,E-L-2.5,6,Shelli Keynd,skeynd9o@narod.ru,United States,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,No,Tyler,75799,United States,skeynd9o@narod.ru,No,+1 (903) 299-3053,Exc,2.5,34.154999999999994,3.7570499999999996
JPB-45297-000,2022-07-01,83105-86631-IU,R-L-0.2,4,Dell Daveridge,ddaveridge9p@arstechnica.com,United States,0.2,3.5849999999999995,14.339999999999998,Robusta,Large,No,Los Angeles,90065,United States,ddaveridge9p@arstechnica.com,No,+1 (213) 474-2139,Rob,0.2,3.5849999999999995,0.21509999999999996
MOU-74341-266,2019-05-07,99358-65399-TC,A-D-0.5,4,Joshuah Awdry,jawdry9q@utexas.edu,United States,0.5,5.97,23.88,Arabica,Dark,No,Shreveport,71137,United States,jawdry9q@utexas.edu,No,+1 (318) 747-7610,Ara,0.5,5.97,0.5373
DHJ-87461-571,2020-08-23,94525-76037-JP,A-M-1,2,Ethel Ryles,eryles9r@fastcompany.com,United States,1.0,11.25,22.5,Arabica,Medium,No,Boise,83722,United States,eryles9r@fastcompany.com,No,+1 (208) 760-1705,Ara,1.0,11.25,1.0125
ORZ-67699-748,2020-02-15,44708-78241-DF,A-M-2.5,6,Jodee Caldicott,jcaldicott9u@usda.gov,United States,2.5,25.874999999999996,155.24999999999997,Arabica,Medium,No,Fort Pierce,34981,United States,jcaldicott9u@usda.gov,No,,Ara,2.5,25.874999999999996,2.3287499999999994
JXP-28398-485,2021-06-11,23039-93032-FN,A-D-2.5,5,Marianna Vedmore,mvedmore9v@a8.net,United States,2.5,22.884999999999998,114.42499999999998,Arabica,Dark,Yes,Greensboro,27415,United States,mvedmore9v@a8.net,Yes,+1 (336) 366-8873,Ara,2.5,22.884999999999998,2.0596499999999995
WWH-92259-198,2022-03-11,35256-12529-FT,L-D-1,4,Willey Romao,wromao9w@chronoengine.com,United States,1.0,12.95,51.8,Libriac,Dark,Yes,Sacramento,94237,United States,wromao9w@chronoengine.com,Yes,+1 (916) 623-2394,Lib,1.0,12.95,1.6835
AMB-93600-000,2019-05-14,64435-53100-WM,A-L-2.5,1,Tomasina Cotmore,tcotmore9y@amazonaws.com,United States,2.5,29.784999999999997,29.784999999999997,Arabica,Large,No,Reston,22096,United States,tcotmore9y@amazonaws.com,No,+1 (571) 250-3012,Ara,2.5,29.784999999999997,2.6806499999999995
FEP-36895-658,2019-04-08,44699-43836-UH,R-L-0.2,6,Yuma Skipsey,yskipsey9z@spotify.com,United Kingdom,0.2,3.5849999999999995,21.509999999999998,Robusta,Large,No,Charlton,OX12,United Kingdom,yskipsey9z@spotify.com,No,+44 (257) 759-9950,Rob,0.2,3.5849999999999995,0.21509999999999996
RXW-91413-276,2020-08-15,29588-35679-RG,R-D-2.5,2,Nicko Corps,ncorpsa0@gmpg.org,United States,2.5,20.584999999999997,41.169999999999995,Robusta,Dark,No,Columbia,29220,United States,ncorpsa0@gmpg.org,No,+1 (803) 730-8217,Rob,2.5,20.584999999999997,1.2350999999999999
RXW-91413-276,2020-08-15,29588-35679-RG,R-M-0.5,1,Nicko Corps,ncorpsa0@gmpg.org,United States,0.5,5.97,5.97,Robusta,Medium,No,Columbia,29220,United States,ncorpsa0@gmpg.org,No,+1 (803) 730-8217,Rob,0.5,5.97,0.35819999999999996
SDB-77492-188,2022-05-05,64815-54078-HH,E-L-1,5,Feliks Babber,fbabbera2@stanford.edu,United States,1.0,14.85,74.25,Excelsa,Large,Yes,Phoenix,85025,United States,fbabbera2@stanford.edu,Yes,+1 (623) 550-6050,Exc,1.0,14.85,1.6335
RZN-65182-395,2021-03-27,59572-41990-XY,L-M-1,6,Kaja Loxton,kloxtona3@opensource.org,United States,1.0,14.55,87.30000000000001,Libriac,Medium,No,Miami,33233,United States,kloxtona3@opensource.org,No,,Lib,1.0,14.55,1.8915000000000002
HDQ-86094-507,2019-04-27,32481-61533-ZJ,E-D-1,6,Parker Tofful,ptoffula4@posterous.com,United States,1.0,12.15,72.9,Excelsa,Dark,Yes,Fresno,93762,United States,ptoffula4@posterous.com,Yes,+1 (310) 210-6841,Exc,1.0,12.15,1.3365
YXO-79631-417,2021-09-25,31587-92570-HL,L-D-0.5,1,Casi Gwinnett,cgwinnetta5@behance.net,United States,0.5,7.77,7.77,Libriac,Dark,No,Anaheim,92825,United States,cgwinnetta5@behance.net,No,,Lib,0.5,7.77,1.0101
GPU-65651-504,2022-05-11,83947-45528-ET,E-M-2.5,2,Leesa Flaonier,lflaoniera8@wordpress.org,United States,2.5,31.624999999999996,63.24999999999999,Excelsa,Medium,No,Staten Island,10305,United States,lflaoniera8@wordpress.org,No,+1 (718) 586-2839,Exc,2.5,31.624999999999996,3.47875
